分拣中心,日期,小时,货量
SC34,2023/12/11,18,591
SC34,2023/12/11,19,591
SC34,2023/12/11,20,591
SC34,2023/12/11,21,591
SC34,2023/12/11,22,591
SC34,2023/12/11,23,591
SC34,2023/12/12,0,591
SC34,2023/12/12,1,591
SC34,2023/12/12,2,591
SC34,2023/12/12,3,591
SC34,2023/12/12,4,591
SC34,2023/12/12,5,591
SC34,2023/12/12,6,591
SC34,2023/12/12,7,591
SC34,2023/12/12,8,591
SC34,2023/12/12,9,591
SC34,2023/12/12,10,591
SC34,2023/12/12,11,591
SC34,2023/12/12,12,591
SC34,2023/12/12,13,591
SC34,2023/12/12,14,591
SC34,2023/12/12,15,591
SC34,2023/12/12,16,591
SC34,2023/12/12,17,591
SC34,2023/12/12,18,591
SC34,2023/12/12,19,591
SC34,2023/12/12,20,591
SC34,2023/12/12,21,591
SC34,2023/12/12,22,591
SC34,2023/12/12,23,591
SC34,2023/12/13,0,591
SC34,2023/12/13,1,591
SC34,2023/12/13,2,591
SC34,2023/12/13,3,591
SC34,2023/12/13,4,591
SC34,2023/12/13,5,591
SC34,2023/12/13,6,591
SC34,2023/12/13,7,591
SC34,2023/12/13,8,591
SC34,2023/12/13,9,591
SC34,2023/12/13,10,591
SC34,2023/12/13,11,591
SC34,2023/12/13,12,591
SC34,2023/12/13,13,591
SC34,2023/12/13,14,591
SC34,2023/12/13,15,591
SC34,2023/12/13,16,591
SC34,2023/12/13,17,591
SC34,2023/12/13,18,591
SC34,2023/12/13,19,591
SC34,2023/12/13,20,591
SC34,2023/12/13,21,591
SC34,2023/12/13,22,591
SC34,2023/12/13,23,591
SC34,2023/12/14,0,591
SC34,2023/12/14,1,591
SC34,2023/12/14,2,591
SC34,2023/12/14,3,591
SC34,2023/12/14,4,591
SC34,2023/12/14,5,591
SC34,2023/12/14,6,591
SC34,2023/12/14,7,591
SC34,2023/12/14,8,591
SC34,2023/12/14,9,591
SC34,2023/12/14,10,591
SC34,2023/12/14,11,591
SC34,2023/12/14,12,591
SC34,2023/12/14,13,591
SC34,2023/12/14,14,591
SC34,2023/12/14,15,591
SC34,2023/12/14,16,591
SC34,2023/12/14,17,591
SC34,2023/12/14,18,591
SC34,2023/12/14,19,591
SC34,2023/12/14,20,591
SC34,2023/12/14,21,591
SC34,2023/12/14,22,591
SC34,2023/12/14,23,591
SC34,2023/12/15,0,591
SC34,2023/12/15,1,591
SC34,2023/12/15,2,591
SC34,2023/12/15,3,591
SC34,2023/12/15,4,591
SC34,2023/12/15,5,591
SC34,2023/12/15,6,591
SC34,2023/12/15,7,591
SC34,2023/12/15,8,591
SC34,2023/12/15,9,591
SC34,2023/12/15,10,591
SC34,2023/12/15,11,591
SC34,2023/12/15,12,591
SC34,2023/12/15,13,591
SC34,2023/12/15,14,591
SC34,2023/12/15,15,591
SC34,2023/12/15,16,591
SC34,2023/12/15,17,591
SC34,2023/12/15,18,591
SC34,2023/12/15,19,591
SC34,2023/12/15,20,591
SC34,2023/12/15,21,591
SC34,2023/12/15,22,591
SC34,2023/12/15,23,591
SC34,2023/12/16,0,591
SC34,2023/12/16,1,591
SC34,2023/12/16,2,591
SC34,2023/12/16,3,591
SC34,2023/12/16,4,591
SC34,2023/12/16,5,591
SC34,2023/12/16,6,591
SC34,2023/12/16,7,591
SC34,2023/12/16,8,591
SC34,2023/12/16,9,591
SC34,2023/12/16,10,591
SC34,2023/12/16,11,591
SC34,2023/12/16,12,591
SC34,2023/12/16,13,591
SC34,2023/12/16,14,591
SC34,2023/12/16,15,591
SC34,2023/12/16,16,591
SC34,2023/12/16,17,591
SC34,2023/12/16,18,591
SC34,2023/12/16,19,591
SC34,2023/12/16,20,591
SC34,2023/12/16,21,591
SC34,2023/12/16,22,591
SC34,2023/12/16,23,591
SC34,2023/12/17,0,591
SC34,2023/12/17,1,591
SC34,2023/12/17,2,591
SC34,2023/12/17,3,591
SC34,2023/12/17,4,591
SC34,2023/12/17,5,591
SC34,2023/12/17,6,591
SC34,2023/12/17,7,591
SC34,2023/12/17,8,591
SC34,2023/12/17,9,591
SC34,2023/12/17,10,591
SC34,2023/12/17,11,591
SC34,2023/12/17,12,591
SC34,2023/12/17,13,591
SC34,2023/12/17,14,591
SC34,2023/12/17,15,591
SC34,2023/12/17,16,591
SC34,2023/12/17,17,591
SC34,2023/12/17,18,591
SC34,2023/12/17,19,591
SC34,2023/12/17,20,591
SC34,2023/12/17,21,591
SC34,2023/12/17,22,591
SC34,2023/12/17,23,591
SC34,2023/12/18,0,591
SC34,2023/12/18,1,591
SC34,2023/12/18,2,591
SC34,2023/12/18,3,591
SC34,2023/12/18,4,591
SC34,2023/12/18,5,591
SC34,2023/12/18,6,591
SC34,2023/12/18,7,591
SC34,2023/12/18,8,591
SC34,2023/12/18,9,591
SC34,2023/12/18,10,591
SC34,2023/12/18,11,591
SC34,2023/12/18,12,591
SC34,2023/12/18,13,591
SC34,2023/12/18,14,591
SC34,2023/12/18,15,591
SC34,2023/12/18,16,591
SC34,2023/12/18,17,591
SC34,2023/12/18,18,591
SC34,2023/12/18,19,591
SC34,2023/12/18,20,591
SC34,2023/12/18,21,591
SC34,2023/12/18,22,591
SC34,2023/12/18,23,591
SC34,2023/12/19,0,591
SC34,2023/12/19,1,591
SC34,2023/12/19,2,591
SC34,2023/12/19,3,591
SC34,2023/12/19,4,591
SC34,2023/12/19,5,591
SC34,2023/12/19,6,591
SC34,2023/12/19,7,591
SC34,2023/12/19,8,591
SC34,2023/12/19,9,591
SC34,2023/12/19,10,591
SC34,2023/12/19,11,591
SC34,2023/12/19,12,591
SC34,2023/12/19,13,591
SC34,2023/12/19,14,591
SC34,2023/12/19,15,591
SC34,2023/12/19,16,591
SC34,2023/12/19,17,591
SC34,2023/12/19,18,591
SC34,2023/12/19,19,591
SC34,2023/12/19,20,591
SC34,2023/12/19,21,591
SC34,2023/12/19,22,591
SC34,2023/12/19,23,591
SC34,2023/12/20,0,591
SC34,2023/12/20,1,591
SC34,2023/12/20,2,591
SC34,2023/12/20,3,591
SC34,2023/12/20,4,591
SC34,2023/12/20,5,591
SC34,2023/12/20,6,591
SC34,2023/12/20,7,591
SC34,2023/12/20,8,591
SC34,2023/12/20,9,591
SC34,2023/12/20,10,591
SC34,2023/12/20,11,591
SC34,2023/12/20,12,591
SC34,2023/12/20,13,591
SC34,2023/12/20,14,591
SC34,2023/12/20,15,591
SC34,2023/12/20,16,591
SC34,2023/12/20,17,591
SC34,2023/12/20,18,591
SC34,2023/12/20,19,591
SC34,2023/12/20,20,591
SC34,2023/12/20,21,591
SC34,2023/12/20,22,591
SC34,2023/12/20,23,591
SC34,2023/12/21,0,591
SC34,2023/12/21,1,591
SC34,2023/12/21,2,591
SC34,2023/12/21,3,591
SC34,2023/12/21,4,591
SC34,2023/12/21,5,591
SC34,2023/12/21,6,591
SC34,2023/12/21,7,591
SC34,2023/12/21,8,591
SC34,2023/12/21,9,591
SC34,2023/12/21,10,591
SC34,2023/12/21,11,591
SC34,2023/12/21,12,591
SC34,2023/12/21,13,591
SC34,2023/12/21,14,591
SC34,2023/12/21,15,591
SC34,2023/12/21,16,591
SC34,2023/12/21,17,591
SC34,2023/12/21,18,591
SC34,2023/12/21,19,591
SC34,2023/12/21,20,591
SC34,2023/12/21,21,591
SC34,2023/12/21,22,591
SC34,2023/12/21,23,591
SC34,2023/12/22,0,591
SC34,2023/12/22,1,591
SC34,2023/12/22,2,591
SC34,2023/12/22,3,591
SC34,2023/12/22,4,591
SC34,2023/12/22,5,591
SC34,2023/12/22,6,591
SC34,2023/12/22,7,591
SC34,2023/12/22,8,591
SC34,2023/12/22,9,591
SC34,2023/12/22,10,591
SC34,2023/12/22,11,591
SC34,2023/12/22,12,591
SC34,2023/12/22,13,591
SC34,2023/12/22,14,591
SC34,2023/12/22,15,591
SC34,2023/12/22,16,591
SC34,2023/12/22,17,591
SC34,2023/12/22,18,591
SC34,2023/12/22,19,591
SC34,2023/12/22,20,591
SC34,2023/12/22,21,591
SC34,2023/12/22,22,591
SC34,2023/12/22,23,591
SC34,2023/12/23,0,591
SC34,2023/12/23,1,591
SC34,2023/12/23,2,591
SC34,2023/12/23,3,591
SC34,2023/12/23,4,591
SC34,2023/12/23,5,591
SC34,2023/12/23,6,591
SC34,2023/12/23,7,591
SC34,2023/12/23,8,591
SC34,2023/12/23,9,591
SC34,2023/12/23,10,591
SC34,2023/12/23,11,591
SC34,2023/12/23,12,591
SC34,2023/12/23,13,591
SC34,2023/12/23,14,591
SC34,2023/12/23,15,591
SC34,2023/12/23,16,591
SC34,2023/12/23,17,591
SC34,2023/12/23,18,591
SC34,2023/12/23,19,591
SC34,2023/12/23,20,591
SC34,2023/12/23,21,591
SC34,2023/12/23,22,591
SC34,2023/12/23,23,591
SC34,2023/12/24,0,591
SC34,2023/12/24,1,591
SC34,2023/12/24,2,591
SC34,2023/12/24,3,591
SC34,2023/12/24,4,591
SC34,2023/12/24,5,591
SC34,2023/12/24,6,591
SC34,2023/12/24,7,591
SC34,2023/12/24,8,591
SC34,2023/12/24,9,591
SC34,2023/12/24,10,591
SC34,2023/12/24,11,591
SC34,2023/12/24,12,591
SC34,2023/12/24,13,591
SC34,2023/12/24,14,591
SC34,2023/12/24,15,591
SC34,2023/12/24,16,591
SC34,2023/12/24,17,591
SC34,2023/12/24,18,591
SC34,2023/12/24,19,591
SC34,2023/12/24,20,591
SC34,2023/12/24,21,591
SC34,2023/12/24,22,591
SC34,2023/12/24,23,591
SC34,2023/12/25,0,591
SC34,2023/12/25,1,591
SC34,2023/12/25,2,591
SC34,2023/12/25,3,591
SC34,2023/12/25,4,591
SC34,2023/12/25,5,591
SC34,2023/12/25,6,591
SC34,2023/12/25,7,591
SC34,2023/12/25,8,591
SC34,2023/12/25,9,591
SC34,2023/12/25,10,591
SC34,2023/12/25,11,591
SC34,2023/12/25,12,591
SC34,2023/12/25,13,591
SC34,2023/12/25,14,591
SC34,2023/12/25,15,591
SC34,2023/12/25,16,591
SC34,2023/12/25,17,591
SC34,2023/12/25,18,591
SC34,2023/12/25,19,591
SC34,2023/12/25,20,591
SC34,2023/12/25,21,591
SC34,2023/12/25,22,591
SC34,2023/12/25,23,591
SC34,2023/12/26,0,591
SC34,2023/12/26,1,591
SC34,2023/12/26,2,591
SC34,2023/12/26,3,591
SC34,2023/12/26,4,591
SC34,2023/12/26,5,591
SC34,2023/12/26,6,591
SC34,2023/12/26,7,591
SC34,2023/12/26,8,591
SC34,2023/12/26,9,591
SC34,2023/12/26,10,591
SC34,2023/12/26,11,591
SC34,2023/12/26,12,591
SC34,2023/12/26,13,591
SC34,2023/12/26,14,591
SC34,2023/12/26,15,591
SC34,2023/12/26,16,591
SC34,2023/12/26,17,591
SC34,2023/12/26,18,591
SC34,2023/12/26,19,591
SC34,2023/12/26,20,591
SC34,2023/12/26,21,591
SC34,2023/12/26,22,591
SC34,2023/12/26,23,591
SC34,2023/12/27,0,591
SC34,2023/12/27,1,591
SC34,2023/12/27,2,591
SC34,2023/12/27,3,591
SC34,2023/12/27,4,591
SC34,2023/12/27,5,591
SC34,2023/12/27,6,591
SC34,2023/12/27,7,591
SC34,2023/12/27,8,591
SC34,2023/12/27,9,591
SC34,2023/12/27,10,591
SC34,2023/12/27,11,591
SC34,2023/12/27,12,591
SC34,2023/12/27,13,591
SC34,2023/12/27,14,591
SC34,2023/12/27,15,591
SC34,2023/12/27,16,591
SC34,2023/12/27,17,591
SC34,2023/12/27,18,591
SC34,2023/12/27,19,591
SC34,2023/12/27,20,591
SC34,2023/12/27,21,591
SC34,2023/12/27,22,591
SC34,2023/12/27,23,591
SC34,2023/12/28,0,591
SC34,2023/12/28,1,591
SC34,2023/12/28,2,591
SC34,2023/12/28,3,591
SC34,2023/12/28,4,591
SC34,2023/12/28,5,591
SC34,2023/12/28,6,591
SC34,2023/12/28,7,591
SC34,2023/12/28,8,591
SC34,2023/12/28,9,591
SC34,2023/12/28,10,591
SC34,2023/12/28,11,591
SC34,2023/12/28,12,591
SC34,2023/12/28,13,591
SC34,2023/12/28,14,591
SC34,2023/12/28,15,591
SC34,2023/12/28,16,591
SC34,2023/12/28,17,591
SC34,2023/12/28,18,591
SC34,2023/12/28,19,591
SC34,2023/12/28,20,591
SC34,2023/12/28,21,591
SC34,2023/12/28,22,591
SC34,2023/12/28,23,591
SC34,2023/12/29,0,591
SC34,2023/12/29,1,591
SC34,2023/12/29,2,591
SC34,2023/12/29,3,591
SC34,2023/12/29,4,591
SC34,2023/12/29,5,591
SC34,2023/12/29,6,591
SC34,2023/12/29,7,591
SC34,2023/12/29,8,591
SC34,2023/12/29,9,591
SC34,2023/12/29,10,591
SC34,2023/12/29,11,591
SC34,2023/12/29,12,591
SC34,2023/12/29,13,591
SC34,2023/12/29,14,591
SC34,2023/12/29,15,591
SC34,2023/12/29,16,591
SC34,2023/12/29,17,591
SC34,2023/12/29,18,591
SC34,2023/12/29,19,591
SC34,2023/12/29,20,591
SC34,2023/12/29,21,591
SC34,2023/12/29,22,591
SC34,2023/12/29,23,591
SC34,2023/12/30,0,591
SC34,2023/12/30,1,591
SC34,2023/12/30,2,591
SC34,2023/12/30,3,591
SC34,2023/12/30,4,591
SC34,2023/12/30,5,591
SC34,2023/12/30,6,591
SC34,2023/12/30,7,591
SC34,2023/12/30,8,591
SC34,2023/12/30,9,591
SC34,2023/12/30,10,591
SC34,2023/12/30,11,591
SC34,2023/12/30,12,591
SC34,2023/12/30,13,591
SC34,2023/12/30,14,591
SC34,2023/12/30,15,591
SC34,2023/12/30,16,591
SC34,2023/12/30,17,591
SC34,2023/12/30,18,591
SC34,2023/12/30,19,591
SC34,2023/12/30,20,591
SC34,2023/12/30,21,591
SC34,2023/12/30,22,591
SC34,2023/12/30,23,591
SC44,2023/12/01,0,175
SC44,2023/12/01,1,-64
SC44,2023/12/01,2,247
SC44,2023/12/01,3,773
SC44,2023/12/01,4,1178
SC44,2023/12/01,5,1294
SC44,2023/12/01,6,1281
SC44,2023/12/01,7,1203
SC44,2023/12/01,8,1072
SC44,2023/12/01,9,959
SC44,2023/12/01,10,905
SC44,2023/12/01,11,906
SC44,2023/12/01,12,932
SC44,2023/12/01,13,1058
SC44,2023/12/01,14,1097
SC44,2023/12/01,15,1085
SC44,2023/12/01,16,1070
SC44,2023/12/01,17,1034
SC44,2023/12/01,18,1186
SC44,2023/12/01,19,1212
SC44,2023/12/01,20,1265
SC44,2023/12/01,21,1267
SC44,2023/12/01,22,1225
SC44,2023/12/01,23,1033
SC44,2023/12/02,0,981
SC44,2023/12/02,1,951
SC44,2023/12/02,2,981
SC44,2023/12/02,3,1033
SC44,2023/12/02,4,1081
SC44,2023/12/02,5,1109
SC44,2023/12/02,6,1116
SC44,2023/12/02,7,1110
SC44,2023/12/02,8,1097
SC44,2023/12/02,9,1086
SC44,2023/12/02,10,1079
SC44,2023/12/02,11,1077
SC44,2023/12/02,12,1079
SC44,2023/12/02,13,1082
SC44,2023/12/02,14,1084
SC44,2023/12/02,15,1086
SC44,2023/12/02,16,1086
SC44,2023/12/02,17,1086
SC44,2023/12/02,18,1085
SC44,2023/12/02,19,1085
SC44,2023/12/02,20,1084
SC44,2023/12/02,21,1084
SC44,2023/12/02,22,1084
SC44,2023/12/02,23,1084
SC44,2023/12/03,0,1085
SC44,2023/12/03,1,1085
SC44,2023/12/03,2,1085
SC44,2023/12/03,3,1085
SC44,2023/12/03,4,1085
SC44,2023/12/03,5,1085
SC44,2023/12/03,6,1085
SC44,2023/12/03,7,1085
SC44,2023/12/03,8,1085
SC44,2023/12/03,9,1085
SC44,2023/12/03,10,1085
SC44,2023/12/03,11,1085
SC44,2023/12/03,12,1085
SC44,2023/12/03,13,1085
SC44,2023/12/03,14,1085
SC44,2023/12/03,15,1085
SC44,2023/12/03,16,1085
SC44,2023/12/03,17,1085
SC44,2023/12/03,18,1085
SC44,2023/12/03,19,1085
SC44,2023/12/03,20,1085
SC44,2023/12/03,21,1085
SC44,2023/12/03,22,1085
SC44,2023/12/03,23,1085
SC44,2023/12/04,0,1085
SC44,2023/12/04,1,1085
SC44,2023/12/04,2,1085
SC44,2023/12/04,3,1085
SC44,2023/12/04,4,1085
SC44,2023/12/04,5,1085
SC44,2023/12/04,6,1085
SC44,2023/12/04,7,1085
SC44,2023/12/04,8,1085
SC44,2023/12/04,9,1085
SC44,2023/12/04,10,1085
SC44,2023/12/04,11,1085
SC44,2023/12/04,12,1085
SC44,2023/12/04,13,1085
SC44,2023/12/04,14,1085
SC44,2023/12/04,15,1085
SC44,2023/12/04,16,1085
SC44,2023/12/04,17,1085
SC44,2023/12/04,18,1085
SC44,2023/12/04,19,1085
SC44,2023/12/04,20,1085
SC44,2023/12/04,21,1085
SC44,2023/12/04,22,1085
SC44,2023/12/04,23,1085
SC44,2023/12/05,0,1085
SC44,2023/12/05,1,1085
SC44,2023/12/05,2,1085
SC44,2023/12/05,3,1085
SC44,2023/12/05,4,1085
SC44,2023/12/05,5,1085
SC44,2023/12/05,6,1085
SC44,2023/12/05,7,1085
SC44,2023/12/05,8,1085
SC44,2023/12/05,9,1085
SC44,2023/12/05,10,1085
SC44,2023/12/05,11,1085
SC44,2023/12/05,12,1085
SC44,2023/12/05,13,1085
SC44,2023/12/05,14,1085
SC44,2023/12/05,15,1085
SC44,2023/12/05,16,1085
SC44,2023/12/05,17,1085
SC44,2023/12/05,18,1085
SC44,2023/12/05,19,1085
SC44,2023/12/05,20,1085
SC44,2023/12/05,21,1085
SC44,2023/12/05,22,1085
SC44,2023/12/05,23,1085
SC44,2023/12/06,0,1085
SC44,2023/12/06,1,1085
SC44,2023/12/06,2,1085
SC44,2023/12/06,3,1085
SC44,2023/12/06,4,1085
SC44,2023/12/06,5,1085
SC44,2023/12/06,6,1085
SC44,2023/12/06,7,1085
SC44,2023/12/06,8,1085
SC44,2023/12/06,9,1085
SC44,2023/12/06,10,1085
SC44,2023/12/06,11,1085
SC44,2023/12/06,12,1085
SC44,2023/12/06,13,1085
SC44,2023/12/06,14,1085
SC44,2023/12/06,15,1085
SC44,2023/12/06,16,1085
SC44,2023/12/06,17,1085
SC44,2023/12/06,18,1085
SC44,2023/12/06,19,1085
SC44,2023/12/06,20,1085
SC44,2023/12/06,21,1085
SC44,2023/12/06,22,1085
SC44,2023/12/06,23,1085
SC44,2023/12/07,0,1085
SC44,2023/12/07,1,1085
SC44,2023/12/07,2,1085
SC44,2023/12/07,3,1085
SC44,2023/12/07,4,1085
SC44,2023/12/07,5,1085
SC44,2023/12/07,6,1085
SC44,2023/12/07,7,1085
SC44,2023/12/07,8,1085
SC44,2023/12/07,9,1085
SC44,2023/12/07,10,1085
SC44,2023/12/07,11,1085
SC44,2023/12/07,12,1085
SC44,2023/12/07,13,1085
SC44,2023/12/07,14,1085
SC44,2023/12/07,15,1085
SC44,2023/12/07,16,1085
SC44,2023/12/07,17,1085
SC44,2023/12/07,18,1085
SC44,2023/12/07,19,1085
SC44,2023/12/07,20,1085
SC44,2023/12/07,21,1085
SC44,2023/12/07,22,1085
SC44,2023/12/07,23,1085
SC44,2023/12/08,0,1085
SC44,2023/12/08,1,1085
SC44,2023/12/08,2,1085
SC44,2023/12/08,3,1085
SC44,2023/12/08,4,1085
SC44,2023/12/08,5,1085
SC44,2023/12/08,6,1085
SC44,2023/12/08,7,1085
SC44,2023/12/08,8,1085
SC44,2023/12/08,9,1085
SC44,2023/12/08,10,1085
SC44,2023/12/08,11,1085
SC44,2023/12/08,12,1085
SC44,2023/12/08,13,1085
SC44,2023/12/08,14,1085
SC44,2023/12/08,15,1085
SC44,2023/12/08,16,1085
SC44,2023/12/08,17,1085
SC44,2023/12/08,18,1085
SC44,2023/12/08,19,1085
SC44,2023/12/08,20,1085
SC44,2023/12/08,21,1085
SC44,2023/12/08,22,1085
SC44,2023/12/08,23,1085
SC44,2023/12/09,0,1085
SC44,2023/12/09,1,1085
SC44,2023/12/09,2,1085
SC44,2023/12/09,3,1085
SC44,2023/12/09,4,1085
SC44,2023/12/09,5,1085
SC44,2023/12/09,6,1085
SC44,2023/12/09,7,1085
SC44,2023/12/09,8,1085
SC44,2023/12/09,9,1085
SC44,2023/12/09,10,1085
SC44,2023/12/09,11,1085
SC44,2023/12/09,12,1085
SC44,2023/12/09,13,1085
SC44,2023/12/09,14,1085
SC44,2023/12/09,15,1085
SC44,2023/12/09,16,1085
SC44,2023/12/09,17,1085
SC44,2023/12/09,18,1085
SC44,2023/12/09,19,1085
SC44,2023/12/09,20,1085
SC44,2023/12/09,21,1085
SC44,2023/12/09,22,1085
SC44,2023/12/09,23,1085
SC44,2023/12/10,0,1085
SC44,2023/12/10,1,1085
SC44,2023/12/10,2,1085
SC44,2023/12/10,3,1085
SC44,2023/12/10,4,1085
SC44,2023/12/10,5,1085
SC44,2023/12/10,6,1085
SC44,2023/12/10,7,1085
SC44,2023/12/10,8,1085
SC44,2023/12/10,9,1085
SC44,2023/12/10,10,1085
SC44,2023/12/10,11,1085
SC44,2023/12/10,12,1085
SC44,2023/12/10,13,1085
SC44,2023/12/10,14,1085
SC44,2023/12/10,15,1085
SC44,2023/12/10,16,1085
SC44,2023/12/10,17,1085
SC44,2023/12/10,18,1085
SC44,2023/12/10,19,1085
SC44,2023/12/10,20,1085
SC44,2023/12/10,21,1085
SC44,2023/12/10,22,1085
SC44,2023/12/10,23,1085
SC44,2023/12/11,0,1085
SC44,2023/12/11,1,1085
SC44,2023/12/11,2,1085
SC44,2023/12/11,3,1085
SC44,2023/12/11,4,1085
SC44,2023/12/11,5,1085
SC44,2023/12/11,6,1085
SC44,2023/12/11,7,1085
SC44,2023/12/11,8,1085
SC44,2023/12/11,9,1085
SC44,2023/12/11,10,1085
SC44,2023/12/11,11,1085
SC44,2023/12/11,12,1085
SC44,2023/12/11,13,1085
SC44,2023/12/11,14,1085
SC44,2023/12/11,15,1085
SC44,2023/12/11,16,1085
SC44,2023/12/11,17,1085
SC44,2023/12/11,18,1085
SC44,2023/12/11,19,1085
SC44,2023/12/11,20,1085
SC44,2023/12/11,21,1085
SC44,2023/12/11,22,1085
SC44,2023/12/11,23,1085
SC44,2023/12/12,0,1085
SC44,2023/12/12,1,1085
SC44,2023/12/12,2,1085
SC44,2023/12/12,3,1085
SC44,2023/12/12,4,1085
SC44,2023/12/12,5,1085
SC44,2023/12/12,6,1085
SC44,2023/12/12,7,1085
SC44,2023/12/12,8,1085
SC44,2023/12/12,9,1085
SC44,2023/12/12,10,1085
SC44,2023/12/12,11,1085
SC44,2023/12/12,12,1085
SC44,2023/12/12,13,1085
SC44,2023/12/12,14,1085
SC44,2023/12/12,15,1085
SC44,2023/12/12,16,1085
SC44,2023/12/12,17,1085
SC44,2023/12/12,18,1085
SC44,2023/12/12,19,1085
SC44,2023/12/12,20,1085
SC44,2023/12/12,21,1085
SC44,2023/12/12,22,1085
SC44,2023/12/12,23,1085
SC44,2023/12/13,0,1085
SC44,2023/12/13,1,1085
SC44,2023/12/13,2,1085
SC44,2023/12/13,3,1085
SC44,2023/12/13,4,1085
SC44,2023/12/13,5,1085
SC44,2023/12/13,6,1085
SC44,2023/12/13,7,1085
SC44,2023/12/13,8,1085
SC44,2023/12/13,9,1085
SC44,2023/12/13,10,1085
SC44,2023/12/13,11,1085
SC44,2023/12/13,12,1085
SC44,2023/12/13,13,1085
SC44,2023/12/13,14,1085
SC44,2023/12/13,15,1085
SC44,2023/12/13,16,1085
SC44,2023/12/13,17,1085
SC44,2023/12/13,18,1085
SC44,2023/12/13,19,1085
SC44,2023/12/13,20,1085
SC44,2023/12/13,21,1085
SC44,2023/12/13,22,1085
SC44,2023/12/13,23,1085
SC44,2023/12/14,0,1085
SC44,2023/12/14,1,1085
SC44,2023/12/14,2,1085
SC44,2023/12/14,3,1085
SC44,2023/12/14,4,1085
SC44,2023/12/14,5,1085
SC44,2023/12/14,6,1085
SC44,2023/12/14,7,1085
SC44,2023/12/14,8,1085
SC44,2023/12/14,9,1085
SC44,2023/12/14,10,1085
SC44,2023/12/14,11,1085
SC44,2023/12/14,12,1085
SC44,2023/12/14,13,1085
SC44,2023/12/14,14,1085
SC44,2023/12/14,15,1085
SC44,2023/12/14,16,1085
SC44,2023/12/14,17,1085
SC44,2023/12/14,18,1085
SC44,2023/12/14,19,1085
SC44,2023/12/14,20,1085
SC44,2023/12/14,21,1085
SC44,2023/12/14,22,1085
SC44,2023/12/14,23,1085
SC44,2023/12/15,0,1085
SC44,2023/12/15,1,1085
SC44,2023/12/15,2,1085
SC44,2023/12/15,3,1085
SC44,2023/12/15,4,1085
SC44,2023/12/15,5,1085
SC44,2023/12/15,6,1085
SC44,2023/12/15,7,1085
SC44,2023/12/15,8,1085
SC44,2023/12/15,9,1085
SC44,2023/12/15,10,1085
SC44,2023/12/15,11,1085
SC44,2023/12/15,12,1085
SC44,2023/12/15,13,1085
SC44,2023/12/15,14,1085
SC44,2023/12/15,15,1085
SC44,2023/12/15,16,1085
SC44,2023/12/15,17,1085
SC44,2023/12/15,18,1085
SC44,2023/12/15,19,1085
SC44,2023/12/15,20,1085
SC44,2023/12/15,21,1085
SC44,2023/12/15,22,1085
SC44,2023/12/15,23,1085
SC44,2023/12/16,0,1085
SC44,2023/12/16,1,1085
SC44,2023/12/16,2,1085
SC44,2023/12/16,3,1085
SC44,2023/12/16,4,1085
SC44,2023/12/16,5,1085
SC44,2023/12/16,6,1085
SC44,2023/12/16,7,1085
SC44,2023/12/16,8,1085
SC44,2023/12/16,9,1085
SC44,2023/12/16,10,1085
SC44,2023/12/16,11,1085
SC44,2023/12/16,12,1085
SC44,2023/12/16,13,1085
SC44,2023/12/16,14,1085
SC44,2023/12/16,15,1085
SC44,2023/12/16,16,1085
SC44,2023/12/16,17,1085
SC44,2023/12/16,18,1085
SC44,2023/12/16,19,1085
SC44,2023/12/16,20,1085
SC44,2023/12/16,21,1085
SC44,2023/12/16,22,1085
SC44,2023/12/16,23,1085
SC44,2023/12/17,0,1085
SC44,2023/12/17,1,1085
SC44,2023/12/17,2,1085
SC44,2023/12/17,3,1085
SC44,2023/12/17,4,1085
SC44,2023/12/17,5,1085
SC44,2023/12/17,6,1085
SC44,2023/12/17,7,1085
SC44,2023/12/17,8,1085
SC44,2023/12/17,9,1085
SC44,2023/12/17,10,1085
SC44,2023/12/17,11,1085
SC44,2023/12/17,12,1085
SC44,2023/12/17,13,1085
SC44,2023/12/17,14,1085
SC44,2023/12/17,15,1085
SC44,2023/12/17,16,1085
SC44,2023/12/17,17,1085
SC44,2023/12/17,18,1085
SC44,2023/12/17,19,1085
SC44,2023/12/17,20,1085
SC44,2023/12/17,21,1085
SC44,2023/12/17,22,1085
SC44,2023/12/17,23,1085
SC44,2023/12/18,0,1085
SC44,2023/12/18,1,1085
SC44,2023/12/18,2,1085
SC44,2023/12/18,3,1085
SC44,2023/12/18,4,1085
SC44,2023/12/18,5,1085
SC44,2023/12/18,6,1085
SC44,2023/12/18,7,1085
SC44,2023/12/18,8,1085
SC44,2023/12/18,9,1085
SC44,2023/12/18,10,1085
SC44,2023/12/18,11,1085
SC44,2023/12/18,12,1085
SC44,2023/12/18,13,1085
SC44,2023/12/18,14,1085
SC44,2023/12/18,15,1085
SC44,2023/12/18,16,1085
SC44,2023/12/18,17,1085
SC44,2023/12/18,18,1085
SC44,2023/12/18,19,1085
SC44,2023/12/18,20,1085
SC44,2023/12/18,21,1085
SC44,2023/12/18,22,1085
SC44,2023/12/18,23,1085
SC44,2023/12/19,0,1085
SC44,2023/12/19,1,1085
SC44,2023/12/19,2,1085
SC44,2023/12/19,3,1085
SC44,2023/12/19,4,1085
SC44,2023/12/19,5,1085
SC44,2023/12/19,6,1085
SC44,2023/12/19,7,1085
SC44,2023/12/19,8,1085
